,Date,1 Topping,1 Topping Staff,1 Toppings St,3 Topping,3 Topping Staff,5 LUSH COUPON ON $40,Apricot,Apricot ST,Apricot Staff,Asia Research Free Scoop,Banana Caramel  /,Banana Caramel St,Banana Staff,Building Promotion,Chai Tea,Chai Tea Staff,Chai Tea st,Cherry Alm Staff,Cherry Almond,Cherry Almond Fudge st,Chocoate Cookies,Chocolate,Chocolate St,Chocolate Staff,Coffee,Coffee  St,Coffee Staff,Cus IC Sand Staff,Cus. IC Sand St,Double Scoop,Double Scoop ST,Double Scoop Staff,Finger B 100,Free Scoop Grassroot,Gift Voucher Reg,Gift Voucher ST,Gift coupon 3 cone,Ginger,Ginger St,Ginger Staff,Granola,Green Tea,Green Tea St,Green Tea Staff,Hazelnut,Hazelnut St,Hezelnut Staff,Ice Cream SAND,Ice Cream Sand Staff,IceCream Sand St,LUSH FOOT POWDER,Lime Coconut,Lime Coconut ST,Lime Coconut Staff,Lush Shampoo Bar $60,Mango,Mango St,Mango Staff,Mint Choco,Mint Choco  St,Mint Choco Staff,Miscellenous,Pina Colada,Pina Colada St,Pina Colada Staff,Pistachio St,Pistachio Staff,Purchase  Gift Voucher st,Pure Coco .,Pure Coco . St,Pure Coconut Staff,Red Bean,Red Bean St,Red Bean Staff,Registration day $20,S. Caramel,S. Caramel St,S. Caramel Staff,Single Scoop,Single Scoop ST,Single Scoop Staff,Staff Off -$2,Stamp Card REDEEM ST,Strawberry,Strawberry St,Strawberry Staff,Tax,Triple Scoop,Triple Scoop ST,Triple Scoop Staff,Tub Ice Cream,Tub Ice Cream ST,Tub Staff,Up 3 Toppings  ST,Vanilla Bean,Vanilla Bean St,Vanilla Bean Staff,Waffle Cone,Waffle Cone St,Waffle Cone Staff,YY Seasame,YY Seasame St,YY Seasame Staff,ZALORA $30 Spent Coupon,ZALORA Ecoupon Buy 1 Get 1 Scoop
146,Fri 25th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,52.0,30.0,0.0,80.0,0.0,26.0,0.0,40.0,26.0,0.0,40.0,52.0,0.0,80.0,78.0,30.0,0.0,0.0,-20.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,52.0,0.0,0.0,0.0,30.0,0.0,40.0,0.0,60.0,0.0,120.0,182.0,60.0,0.0,52.0,0.0,14.0,40.0,26.0,30.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,-26.0,40.0,208.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,20.0,6.0,0.0,26.0,0.0,0.0,0.0
147,Sat 26th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,80.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,52.0,30.0,0.0,0.0,-20.0,-13.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,120.0,0.0,210.0,0.0,26.0,0.0,13.0,0.0,26.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0
148,Sun 27th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Mon 28th Aug 2017,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,52.0,60.0,0.0,0.0,-20.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,0.0,40.0,78.0,0.0,0.0,0.0,30.0,0.0,40.0,52.0,0.0,0.0,40.0,130.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Tue 29th Aug 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,120.0,0.0,0.0,30.0,52.0,0.0,0.0,26.0,0.0,40.0,52.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,-26.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,52.0,30.0,0.0,0.0,78.0,90.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,-6.0,80.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,78.0,60.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,7.0,0.0,52.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0
151,Wed 30th Aug 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,40.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,52.0,30.0,0.0,0.0,-20.0,-13.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,80.0,26.0,0.0,0.0,52.0,60.0,0.0,40.0,52.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,-6.0,0.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,104.0,30.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,32.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0
152,Thu 31st Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,78.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,182.0,60.0,0.0,0.0,52.0,60.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,24.0,45.0,30.0,0.0,26.0,30.0,0.0,0.0
153,Fri 1st Sep 2017,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,30.0,0.0,0.0,30.0,52.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,40.0,130.0,0.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,40.0,260.0,0.0,0.0,52.0,0.0,0.0,0.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,78.0,30.0,0.0,156.0,0.0,0.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,30.0,-24.0,0.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,8.0,65.0,42.0,0.0,0.0,0.0,0.0,0.0
154,Sat 2nd Sep 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,40.0,0.0,26.0,0.0,40.0,0.0,0.0,80.0,52.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,30.0,0.0,156.0,0.0,0.0,0.0,104.0,30.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,26.0,0.0,0.0,40.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,80.0,26.0,30.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Sun 3rd Sep 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,26.0,0.0,0.0,0.0,0.0,160.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,26.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,26.0,0.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Mon 4th Sep 2017,0.0,0.0,9.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,26.0,0.0,40.0,130.0,30.0,0.0,78.0,0.0,0.0,0.0,-20.0,-52.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,30.0,0.0,26.0,0.0,0.0,0.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,30.0,0.0,156.0,30.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,-18.0,40.0,260.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,12.0,0.0,0.0,0.0,0.0,0.0
157,Tue 5th Sep 2017,0.0,0.0,3.0,0.0,0.0,-5.0,0.0,78.0,30.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,182.0,60.0,0.0,52.0,0.0,0.0,0.0,0.0,-104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,90.0,0.0,0.0,26.0,0.0,52.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,-12.0,0.0,520.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,36.0,0.0,78.0,0.0,0.0,0.0
158,Wed 6th Sep 2017,0.0,0.0,6.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,60.0,104.0,0.0,0.0,26.0,0.0,0.0,286.0,30.0,0.0,52.0,0.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,90.0,0.0,130.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,260.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,26.0,0.0,-6.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,0.0,-26.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,12.0,0.0,78.0,0.0,0.0,-26.0
159,Thu 7th Sep 2017,0.0,0.0,6.0,0.0,16.0,0.0,40.0,52.0,0.0,0.0,40.0,156.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,26.0,0.0,0.0,156.0,30.0,0.0,0.0,0.0,0.0,0.0,-20.0,-13.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16667,0.0,0.0,104.0,0.0,0.0,0.0,120.0,0.0,0.0,52.0,0.0,0.0,0.0,129.16667,30.0,0.0,26.0,0.0,0.0,0.0,25.16667,0.0,0.0,0.0,0.0,0.0,130.0,30.0,0.0,26.0,0.0,-6.0,0.0,77.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16667,0.0,8.0,45.0,18.0,80.0,25.16667,0.0,0.0,0.0
160,Fri 8th Sep 2017,0.0,0.0,6.0,0.0,0.0,-5.0,0.0,78.0,0.0,0.0,0.0,130.0,90.0,0.0,0.0,60.0,156.0,30.0,0.0,130.0,0.0,0.0,78.0,30.0,0.0,52.0,0.0,0.0,0.0,0.0,-39.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,52.0,0.0,-6.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,150.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,14.0,0.0,104.0,0.0,0.0,80.0,36.0,0.0,78.0,180.0,0.0,0.0
161,Sat 9th Sep 2017,5.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,80.0,78.0,0.0,0.0,80.0,90.0,130.0,0.0,0.0,104.0,0.0,0.0,52.0,30.0,0.0,26.0,30.0,0.0,0.0,0.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,78.0,0.0,120.0,208.0,90.0,0.0,0.0,60.0,0.0,0.0,75.50001,30.0,0.0,0.0,50.33334,0.0,0.0,52.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,52.0,60.0,0.0,0.0,60.0,0.0,40.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,155.16667,30.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,40.0,45.0,6.0,40.0,0.0,60.0,0.0,0.0
162,Sun 10th Sep 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,80.0,104.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,12.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,60.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,55.0,12.0,40.0,26.0,30.0,0.0,0.0
163,Mon 11th Sep 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,26.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,40.0,104.0,30.0,80.0,208.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,80.0,26.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,8.0,60.0,0.0,0.0,78.0,0.0,0.0,0.0
164,Tue 12th Sep 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,78.0,36.0,0.0,78.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,-91.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,130.0,30.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,65.0,6.0,0.0,78.0,0.0,0.0,0.0
165,Wed 13th Sep 2017,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,0.0,156.0,90.0,0.0,0.0,30.0,78.0,30.0,0.0,52.0,22.0,0.0,78.0,30.0,0.0,130.0,30.0,0.0,0.0,0.0,-13.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,26.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,35.0,18.0,40.0,26.0,120.0,0.0,0.0
166,Thu 14th Sep 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,52.0,60.0,0.0,0.0,0.0,26.0,30.0,0.0,104.0,24.0,0.0,208.0,0.0,0.0,104.0,60.0,0.0,0.0,0.0,-26.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,78.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,52.0,90.0,0.0,0.0,0.0,0.0,0.0,80.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,50.0,12.0,0.0,78.0,0.0,0.0,0.0
167,Fri 15th Sep 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,78.0,0.0,40.0,78.0,30.0,0.0,78.0,0.0,0.0,0.0,-20.0,-52.0,-15.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,30.0,0.0,26.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,26.0,0.0,-24.0,0.0,286.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,40.0,18.0,40.0,26.0,0.0,0.0,0.0
168,Sat 16th Sep 2017,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,80.0,52.0,90.0,120.0,52.0,30.0,0.0,0.0,0.0,-39.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,30.0,0.0,0.0,0.0,45.0,0.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,80.0,182.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,64.0,25.0,6.0,80.0,52.0,30.0,0.0,0.0
169,Sun 17th Sep 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,26.0,0.0,80.0,104.0,30.0,40.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0
170,Mon 18th Sep 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,26.0,24.0,0.0,130.0,30.0,0.0,104.0,0.0,0.0,0.0,0.0,-91.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,30.0,0.0,52.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,208.0,243.33333,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,78.0,240.0,0.0,0.0,0.0,-6.0,40.0,234.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,186.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,55.0,6.0,0.0,78.0,30.0,0.0,0.0
171,Tue 19th Sep 2017,0.0,0.0,9.0,0.0,0.0,-5.0,0.0,52.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,78.0,0.0,40.0,52.0,0.0,0.0,234.0,0.0,40.0,156.0,0.0,0.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,104.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,60.0,0.0,182.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,0.0,-24.0,0.0,442.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,8.0,70.0,6.0,0.0,104.0,0.0,0.0,0.0
172,Wed 20th Sep 2017,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,26.0,12.0,0.0,182.0,30.0,0.0,78.0,30.0,0.0,0.0,0.0,-104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,26.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,130.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,-60.0,0.0,364.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0
173,Thu 21st Sep 2017,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,78.0,0.0,40.0,104.0,0.0,0.0,156.0,30.0,0.0,0.0,0.0,-26.0,-15.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,26.0,30.0,0.0,0.0,338.0,30.0,0.0,130.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,-48.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,55.0,12.0,0.0,0.0,0.0,0.0,0.0
174,Fri 22nd Sep 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,52.0,0.0,0.0,130.0,0.0,40.0,78.0,0.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,104.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,286.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,-42.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,45.0,12.0,40.0,0.0,0.0,0.0,0.0
